patient_id,slide_id,x,y,feat_path
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,23720,6023,data\brca\features\TCGA-E2-A15H\000090.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,23439,25528,data\brca\features\TCGA-E2-A15H\000091.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,18594,27068,data\brca\features\TCGA-E2-A15H\000092.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,42752,39727,data\brca\features\TCGA-E2-A15H\000093.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,21969,37399,data\brca\features\TCGA-E2-A15H\000094.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,34135,26223,data\brca\features\TCGA-E2-A15H\000095.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,33173,11671,data\brca\features\TCGA-E2-A15H\000096.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,41486,13090,data\brca\features\TCGA-E2-A15H\000097.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,20891,9615,data\brca\features\TCGA-E2-A15H\000098.npy
TCGA-E2-A15H,TCGA-E2-A15H-01Z-00-DX1,26117,14165,data\brca\features\TCGA-E2-A15H\000099.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,46647,26922,data\brca\features\TCGA-BH-A0DE\000000.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,14835,19183,data\brca\features\TCGA-BH-A0DE\000001.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,35993,27672,data\brca\features\TCGA-BH-A0DE\000002.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,11178,32680,data\brca\features\TCGA-BH-A0DE\000003.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,3174,24038,data\brca\features\TCGA-BH-A0DE\000004.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,21214,12728,data\brca\features\TCGA-BH-A0DE\000005.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,17845,22929,data\brca\features\TCGA-BH-A0DE\000006.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,43234,21379,data\brca\features\TCGA-BH-A0DE\000007.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,37100,13237,data\brca\features\TCGA-BH-A0DE\000008.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,33886,656,data\brca\features\TCGA-BH-A0DE\000009.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,41224,2076,data\brca\features\TCGA-BH-A0DE\000010.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,18768,29984,data\brca\features\TCGA-BH-A0DE\000011.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,2647,33807,data\brca\features\TCGA-BH-A0DE\000012.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,36809,21856,data\brca\features\TCGA-BH-A0DE\000013.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,8201,27484,data\brca\features\TCGA-BH-A0DE\000014.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,8482,48097,data\brca\features\TCGA-BH-A0DE\000015.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,37445,39736,data\brca\features\TCGA-BH-A0DE\000016.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,46214,34856,data\brca\features\TCGA-BH-A0DE\000017.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,30355,39961,data\brca\features\TCGA-BH-A0DE\000018.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,18597,28067,data\brca\features\TCGA-BH-A0DE\000019.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,13982,5456,data\brca\features\TCGA-BH-A0DE\000020.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,45250,48679,data\brca\features\TCGA-BH-A0DE\000021.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,7190,10541,data\brca\features\TCGA-BH-A0DE\000022.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,8797,34920,data\brca\features\TCGA-BH-A0DE\000023.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,48773,41305,data\brca\features\TCGA-BH-A0DE\000024.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,12612,34023,data\brca\features\TCGA-BH-A0DE\000025.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,15892,21653,data\brca\features\TCGA-BH-A0DE\000026.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,2377,6830,data\brca\features\TCGA-BH-A0DE\000027.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,47218,19480,data\brca\features\TCGA-BH-A0DE\000028.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,24606,69,data\brca\features\TCGA-BH-A0DE\000029.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,23428,26369,data\brca\features\TCGA-BH-A0DE\000030.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,20780,26235,data\brca\features\TCGA-BH-A0DE\000031.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,48568,10040,data\brca\features\TCGA-BH-A0DE\000032.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,44024,40452,data\brca\features\TCGA-BH-A0DE\000033.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,31786,3634,data\brca\features\TCGA-BH-A0DE\000034.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,19249,43623,data\brca\features\TCGA-BH-A0DE\000035.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,11424,5986,data\brca\features\TCGA-BH-A0DE\000036.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,38532,20149,data\brca\features\TCGA-BH-A0DE\000037.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,3167,35836,data\brca\features\TCGA-BH-A0DE\000038.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,22054,34319,data\brca\features\TCGA-BH-A0DE\000039.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,39024,49134,data\brca\features\TCGA-BH-A0DE\000040.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,18317,2327,data\brca\features\TCGA-BH-A0DE\000041.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,30824,29727,data\brca\features\TCGA-BH-A0DE\000042.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,43532,26940,data\brca\features\TCGA-BH-A0DE\000043.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,15039,3600,data\brca\features\TCGA-BH-A0DE\000044.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,26200,4750,data\brca\features\TCGA-BH-A0DE\000045.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,26238,44781,data\brca\features\TCGA-BH-A0DE\000046.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,10226,28178,data\brca\features\TCGA-BH-A0DE\000047.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,40314,32979,data\brca\features\TCGA-BH-A0DE\000048.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,26909,34092,data\brca\features\TCGA-BH-A0DE\000049.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,4217,36621,data\brca\features\TCGA-BH-A0DE\000050.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,20921,11572,data\brca\features\TCGA-BH-A0DE\000051.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,26604,17429,data\brca\features\TCGA-BH-A0DE\000052.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,15838,48358,data\brca\features\TCGA-BH-A0DE\000053.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,11620,39116,data\brca\features\TCGA-BH-A0DE\000054.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,22607,18321,data\brca\features\TCGA-BH-A0DE\000055.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,40984,6062,data\brca\features\TCGA-BH-A0DE\000056.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,18345,33650,data\brca\features\TCGA-BH-A0DE\000057.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,31776,17771,data\brca\features\TCGA-BH-A0DE\000058.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,46339,22996,data\brca\features\TCGA-BH-A0DE\000059.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,14095,13501,data\brca\features\TCGA-BH-A0DE\000060.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,2106,22592,data\brca\features\TCGA-BH-A0DE\000061.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,13431,6648,data\brca\features\TCGA-BH-A0DE\000062.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,38664,29781,data\brca\features\TCGA-BH-A0DE\000063.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,2220,2391,data\brca\features\TCGA-BH-A0DE\000064.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,165,19668,data\brca\features\TCGA-BH-A0DE\000065.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,18232,49995,data\brca\features\TCGA-BH-A0DE\000066.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,27689,9870,data\brca\features\TCGA-BH-A0DE\000067.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,39402,26722,data\brca\features\TCGA-BH-A0DE\000068.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,25768,35721,data\brca\features\TCGA-BH-A0DE\000069.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,48327,5730,data\brca\features\TCGA-BH-A0DE\000070.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,7017,7207,data\brca\features\TCGA-BH-A0DE\000071.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,18807,7814,data\brca\features\TCGA-BH-A0DE\000072.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,45540,13816,data\brca\features\TCGA-BH-A0DE\000073.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,41293,12443,data\brca\features\TCGA-BH-A0DE\000074.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,35760,39186,data\brca\features\TCGA-BH-A0DE\000075.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,36211,5145,data\brca\features\TCGA-BH-A0DE\000076.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,956,10961,data\brca\features\TCGA-BH-A0DE\000077.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,43481,25081,data\brca\features\TCGA-BH-A0DE\000078.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,31533,41689,data\brca\features\TCGA-BH-A0DE\000079.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,28161,42272,data\brca\features\TCGA-BH-A0DE\000080.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,12661,8996,data\brca\features\TCGA-BH-A0DE\000081.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,19729,47710,data\brca\features\TCGA-BH-A0DE\000082.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,34880,40033,data\brca\features\TCGA-BH-A0DE\000083.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,19063,46900,data\brca\features\TCGA-BH-A0DE\000084.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,24381,12646,data\brca\features\TCGA-BH-A0DE\000085.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,17428,41814,data\brca\features\TCGA-BH-A0DE\000086.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,39780,6527,data\brca\features\TCGA-BH-A0DE\000087.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,48825,13209,data\brca\features\TCGA-BH-A0DE\000088.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,15523,3299,data\brca\features\TCGA-BH-A0DE\000089.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,27109,20108,data\brca\features\TCGA-BH-A0DE\000090.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,49789,24541,data\brca\features\TCGA-BH-A0DE\000091.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,39807,40008,data\brca\features\TCGA-BH-A0DE\000092.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,28374,49068,data\brca\features\TCGA-BH-A0DE\000093.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,17882,37939,data\brca\features\TCGA-BH-A0DE\000094.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,23992,37353,data\brca\features\TCGA-BH-A0DE\000095.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,23832,9367,data\brca\features\TCGA-BH-A0DE\000096.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,33951,17766,data\brca\features\TCGA-BH-A0DE\000097.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,16467,13487,data\brca\features\TCGA-BH-A0DE\000098.npy
TCGA-BH-A0DE,TCGA-BH-A0DE-01Z-00-DX1,41846,29861,data\brca\features\TCGA-BH-A0DE\000099.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,3175,8809,data\brca\features\TCGA-BH-A0B9\000000.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,39368,35841,data\brca\features\TCGA-BH-A0B9\000001.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,45313,47508,data\brca\features\TCGA-BH-A0B9\000002.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,7169,10482,data\brca\features\TCGA-BH-A0B9\000003.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,5637,19269,data\brca\features\TCGA-BH-A0B9\000004.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,12765,18194,data\brca\features\TCGA-BH-A0B9\000005.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,35275,8818,data\brca\features\TCGA-BH-A0B9\000006.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,4006,32590,data\brca\features\TCGA-BH-A0B9\000007.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,18046,29639,data\brca\features\TCGA-BH-A0B9\000008.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,47788,17895,data\brca\features\TCGA-BH-A0B9\000009.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,175,43415,data\brca\features\TCGA-BH-A0B9\000010.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,10235,44238,data\brca\features\TCGA-BH-A0B9\000011.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,22614,18537,data\brca\features\TCGA-BH-A0B9\000012.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,49940,26230,data\brca\features\TCGA-BH-A0B9\000013.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,29654,6731,data\brca\features\TCGA-BH-A0B9\000014.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,43490,17719,data\brca\features\TCGA-BH-A0B9\000015.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,10195,46889,data\brca\features\TCGA-BH-A0B9\000016.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,626,2965,data\brca\features\TCGA-BH-A0B9\000017.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,4918,48034,data\brca\features\TCGA-BH-A0B9\000018.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,44548,7971,data\brca\features\TCGA-BH-A0B9\000019.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,24396,25049,data\brca\features\TCGA-BH-A0B9\000020.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,37553,30282,data\brca\features\TCGA-BH-A0B9\000021.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,20230,43100,data\brca\features\TCGA-BH-A0B9\000022.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,47492,25801,data\brca\features\TCGA-BH-A0B9\000023.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,39739,23971,data\brca\features\TCGA-BH-A0B9\000024.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,12886,10040,data\brca\features\TCGA-BH-A0B9\000025.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,40608,9327,data\brca\features\TCGA-BH-A0B9\000026.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,16023,2612,data\brca\features\TCGA-BH-A0B9\000027.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,33892,24502,data\brca\features\TCGA-BH-A0B9\000028.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,32207,32692,data\brca\features\TCGA-BH-A0B9\000029.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,1631,34965,data\brca\features\TCGA-BH-A0B9\000030.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,2804,33762,data\brca\features\TCGA-BH-A0B9\000031.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,37397,43133,data\brca\features\TCGA-BH-A0B9\000032.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,34863,36739,data\brca\features\TCGA-BH-A0B9\000033.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,38726,23618,data\brca\features\TCGA-BH-A0B9\000034.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,28446,33235,data\brca\features\TCGA-BH-A0B9\000035.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,16304,8603,data\brca\features\TCGA-BH-A0B9\000036.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,23164,40226,data\brca\features\TCGA-BH-A0B9\000037.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,46651,18567,data\brca\features\TCGA-BH-A0B9\000038.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,11476,41079,data\brca\features\TCGA-BH-A0B9\000039.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,23091,31571,data\brca\features\TCGA-BH-A0B9\000040.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,5777,35381,data\brca\features\TCGA-BH-A0B9\000041.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,16142,28389,data\brca\features\TCGA-BH-A0B9\000042.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,30644,23621,data\brca\features\TCGA-BH-A0B9\000043.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,25429,11099,data\brca\features\TCGA-BH-A0B9\000044.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,19410,11703,data\brca\features\TCGA-BH-A0B9\000045.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,13530,19093,data\brca\features\TCGA-BH-A0B9\000046.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,40579,8402,data\brca\features\TCGA-BH-A0B9\000047.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,25686,11251,data\brca\features\TCGA-BH-A0B9\000048.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,19801,32493,data\brca\features\TCGA-BH-A0B9\000049.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,22718,44800,data\brca\features\TCGA-BH-A0B9\000050.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,8607,2275,data\brca\features\TCGA-BH-A0B9\000051.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,21027,32840,data\brca\features\TCGA-BH-A0B9\000052.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,12624,34646,data\brca\features\TCGA-BH-A0B9\000053.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,40092,12400,data\brca\features\TCGA-BH-A0B9\000054.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,2618,12482,data\brca\features\TCGA-BH-A0B9\000055.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,726,46850,data\brca\features\TCGA-BH-A0B9\000056.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,12690,2264,data\brca\features\TCGA-BH-A0B9\000057.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,22113,44950,data\brca\features\TCGA-BH-A0B9\000058.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,47829,47290,data\brca\features\TCGA-BH-A0B9\000059.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,13068,21735,data\brca\features\TCGA-BH-A0B9\000060.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,11183,47230,data\brca\features\TCGA-BH-A0B9\000061.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,39242,22338,data\brca\features\TCGA-BH-A0B9\000062.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,34589,45656,data\brca\features\TCGA-BH-A0B9\000063.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,36885,3640,data\brca\features\TCGA-BH-A0B9\000064.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,27801,41116,data\brca\features\TCGA-BH-A0B9\000065.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,260,17881,data\brca\features\TCGA-BH-A0B9\000066.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,42201,46557,data\brca\features\TCGA-BH-A0B9\000067.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,31341,27213,data\brca\features\TCGA-BH-A0B9\000068.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,16924,6311,data\brca\features\TCGA-BH-A0B9\000069.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,9697,37619,data\brca\features\TCGA-BH-A0B9\000070.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,24704,30706,data\brca\features\TCGA-BH-A0B9\000071.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,46544,7502,data\brca\features\TCGA-BH-A0B9\000072.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,36045,12997,data\brca\features\TCGA-BH-A0B9\000073.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,47786,13971,data\brca\features\TCGA-BH-A0B9\000074.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,43366,6783,data\brca\features\TCGA-BH-A0B9\000075.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,39642,38612,data\brca\features\TCGA-BH-A0B9\000076.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,49995,3849,data\brca\features\TCGA-BH-A0B9\000077.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,3258,17350,data\brca\features\TCGA-BH-A0B9\000078.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,8454,29897,data\brca\features\TCGA-BH-A0B9\000079.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,28238,8960,data\brca\features\TCGA-BH-A0B9\000080.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,31186,1916,data\brca\features\TCGA-BH-A0B9\000081.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,5169,21433,data\brca\features\TCGA-BH-A0B9\000082.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,41211,32037,data\brca\features\TCGA-BH-A0B9\000083.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,30199,45508,data\brca\features\TCGA-BH-A0B9\000084.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,39025,1797,data\brca\features\TCGA-BH-A0B9\000085.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,47714,15478,data\brca\features\TCGA-BH-A0B9\000086.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,21072,6277,data\brca\features\TCGA-BH-A0B9\000087.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,14237,38131,data\brca\features\TCGA-BH-A0B9\000088.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,41641,28299,data\brca\features\TCGA-BH-A0B9\000089.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,42492,42700,data\brca\features\TCGA-BH-A0B9\000090.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,21831,15109,data\brca\features\TCGA-BH-A0B9\000091.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,35006,19119,data\brca\features\TCGA-BH-A0B9\000092.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,18188,11790,data\brca\features\TCGA-BH-A0B9\000093.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,38626,42598,data\brca\features\TCGA-BH-A0B9\000094.npy
TCGA-BH-A0B9,TCGA-BH-A0B9-01Z-00-DX1,38124,21353,data\brca\features\TCGA-BH-A0B9\000095.npy
